ListingID,Neighbourhood,Walking time (mins),rank
27475046,Yau Tsim Mong,32.4,140.0
27475059,Yau Tsim Mong,33.0,143.0
27475098,Yau Tsim Mong,33.4,145.0
27475118,Yau Tsim Mong,33.4,145.0
27475136,Yau Tsim Mong,31.2,134.0
27477380,Yau Tsim Mong,32.2,139.0
27497082,Yau Tsim Mong,5.8,8.0
27517833,Yau Tsim Mong,8.4,21.0
27521265,Yau Tsim Mong,19.2,75.0
27564900,Yau Tsim Mong,10.4,31.0
27571553,Yau Tsim Mong,8.8,23.0
27586323,Yau Tsim Mong,32.2,139.0
27587350,Yau Tsim Mong,33.8,147.0
27588508,Yau Tsim Mong,6.6,12.0
27588840,Yau Tsim Mong,34.6,151.0
27589161,Yau Tsim Mong,6.8,13.0
27589193,Yau Tsim Mong,10.6,32.0
27589397,Yau Tsim Mong,22.4,91.0
27589595,Yau Tsim Mong,5.8,8.0
27589765,Yau Tsim Mong,7.4,16.0
27589955,Yau Tsim Mong,6.8,13.0
27589985,Yau Tsim Mong,34.4,150.0
27590370,Yau Tsim Mong,5.8,8.0
27591258,Yau Tsim Mong,37.2,164.0
27591277,Yau Tsim Mong,27.4,116.0
27592749,Yau Tsim Mong,22.6,92.0
27592937,Yau Tsim Mong,24.4,101.0
27593157,Yau Tsim Mong,24.8,103.0
27593261,Yau Tsim Mong,24.2,100.0
27593455,Yau Tsim Mong,6.2,10.0
27593695,Yau Tsim Mong,6.2,10.0
27594710,Yau Tsim Mong,7.0,14.0
27595849,Yau Tsim Mong,7.0,14.0
27596013,Yau Tsim Mong,5.8,8.0
27597098,Yau Tsim Mong,6.4,11.0
27608469,Yau Tsim Mong,5.6,7.0
27608586,Yau Tsim Mong,24.4,101.0
27608700,Yau Tsim Mong,6.2,10.0
27608878,Yau Tsim Mong,7.4,16.0
27608989,Yau Tsim Mong,6.6,12.0
27609143,Yau Tsim Mong,7.6,17.0
27609236,Yau Tsim Mong,5.6,7.0
27609297,Yau Tsim Mong,6.2,10.0
27609383,Yau Tsim Mong,7.0,14.0
27609670,Yau Tsim Mong,6.6,12.0
27611925,Yau Tsim Mong,35.0,153.0
27612406,Yau Tsim Mong,10.2,30.0
27612914,Yau Tsim Mong,36.0,158.0
27613461,Yau Tsim Mong,36.2,159.0
27617820,Yau Tsim Mong,35.4,155.0
27618196,Yau Tsim Mong,35.4,155.0
27618408,Yau Tsim Mong,38.0,168.0
27618582,Yau Tsim Mong,33.4,145.0
27640832,Yau Tsim Mong,21.2,85.0
27658307,Yau Tsim Mong,19.2,75.0
27662344,Yau Tsim Mong,24.0,99.0
27666893,Yau Tsim Mong,22.6,92.0
27668505,Yau Tsim Mong,21.4,86.0
27670958,Yau Tsim Mong,22.6,92.0
27682528,Yau Tsim Mong,23.4,96.0
27682756,Yau Tsim Mong,21.4,86.0
27692669,Yau Tsim Mong,8.0,19.0
27707367,Yau Tsim Mong,15.6,57.0
27709673,Yau Tsim Mong,9.6,27.0
27709976,Yau Tsim Mong,8.0,19.0
27710250,Yau Tsim Mong,9.2,25.0
27710630,Yau Tsim Mong,10.0,29.0
27763802,Yau Tsim Mong,45.8,200.0
27787794,Yau Tsim Mong,41.8,184.0
27802226,Yau Tsim Mong,34.4,150.0
27805394,Yau Tsim Mong,33.2,144.0
27816762,Yau Tsim Mong,9.6,27.0
27822072,Yau Tsim Mong,33.0,143.0
27822359,Yau Tsim Mong,34.0,148.0
27823876,Yau Tsim Mong,9.8,28.0
27824337,Yau Tsim Mong,11.2,35.0
27825026,Yau Tsim Mong,10.6,32.0
27825434,Yau Tsim Mong,12.2,40.0
27840901,Yau Tsim Mong,9.8,28.0
27842136,Yau Tsim Mong,8.2,20.0
27844013,Yau Tsim Mong,6.2,10.0
27848896,Yau Tsim Mong,9.6,27.0
27850135,Yau Tsim Mong,11.2,35.0
27858981,Yau Tsim Mong,7.8,18.0
27883987,Yau Tsim Mong,31.8,137.0
27896255,Yau Tsim Mong,8.8,23.0
27898248,Yau Tsim Mong,32.6,141.0
27906424,Yau Tsim Mong,33.4,145.0
27910762,Yau Tsim Mong,9.0,24.0
27911979,Yau Tsim Mong,31.2,134.0
27912156,Yau Tsim Mong,33.4,145.0
27916468,Yau Tsim Mong,34.0,148.0
27921156,Yau Tsim Mong,33.2,144.0
27923325,Yau Tsim Mong,36.0,158.0
27924577,Yau Tsim Mong,37.0,163.0
27925120,Yau Tsim Mong,38.2,169.0
27940452,Yau Tsim Mong,9.4,26.0
27948423,Yau Tsim Mong,15.0,54.0
27951950,Yau Tsim Mong,33.8,147.0
27953028,Yau Tsim Mong,38.6,171.0
27953456,Yau Tsim Mong,38.4,170.0
27953863,Yau Tsim Mong,35.4,155.0
27954590,Yau Tsim Mong,8.4,21.0
27962188,Yau Tsim Mong,9.4,26.0
27968745,Yau Tsim Mong,21.0,84.0
27968883,Yau Tsim Mong,19.6,77.0
27974932,Yau Tsim Mong,9.0,24.0
27975953,Yau Tsim Mong,15.8,58.0
27981761,Yau Tsim Mong,12.4,41.0
27989208,Yau Tsim Mong,5.0,4.0
28036091,Yau Tsim Mong,5.8,8.0
28057507,Yau Tsim Mong,24.4,101.0
28073412,Yau Tsim Mong,9.4,26.0
28114283,Yau Tsim Mong,30.4,130.0
28114851,Yau Tsim Mong,21.0,84.0
28114856,Yau Tsim Mong,19.4,76.0
28114858,Yau Tsim Mong,20.2,80.0
28114862,Yau Tsim Mong,20.6,82.0
28117190,Yau Tsim Mong,22.4,91.0
28137204,Yau Tsim Mong,11.8,38.0
28138623,Yau Tsim Mong,23.4,96.0
28139425,Yau Tsim Mong,6.6,12.0
28144928,Yau Tsim Mong,39.0,173.0
28152465,Yau Tsim Mong,7.4,16.0
28161624,Yau Tsim Mong,29.4,125.0
28164968,Yau Tsim Mong,33.0,143.0
28165727,Yau Tsim Mong,32.4,140.0
28190215,Yau Tsim Mong,6.2,10.0
28196704,Yau Tsim Mong,7.0,14.0
28197275,Yau Tsim Mong,7.2,15.0
28209605,Yau Tsim Mong,6.8,13.0
28211638,Yau Tsim Mong,7.4,16.0
28211839,Yau Tsim Mong,6.2,10.0
28213181,Yau Tsim Mong,5.8,8.0
28214344,Yau Tsim Mong,6.4,11.0
28232673,Yau Tsim Mong,31.8,137.0
28232832,Yau Tsim Mong,12.4,41.0
28241663,Yau Tsim Mong,5.2,5.0
28254990,Yau Tsim Mong,13.2,45.0
28270585,Yau Tsim Mong,34.4,150.0
28272161,Yau Tsim Mong,34.4,150.0
28287026,Yau Tsim Mong,7.8,18.0
28290071,Yau Tsim Mong,22.4,91.0
28311028,Yau Tsim Mong,20.4,81.0
28326964,Yau Tsim Mong,4.6,2.0
28330110,Yau Tsim Mong,7.8,18.0
28333051,Yau Tsim Mong,6.8,13.0
28344273,Yau Tsim Mong,6.2,10.0
28372300,Yau Tsim Mong,7.4,16.0
28372626,Yau Tsim Mong,31.2,134.0
28373336,Yau Tsim Mong,7.0,14.0
28377039,Yau Tsim Mong,6.6,12.0
28377127,Yau Tsim Mong,6.2,10.0
28382887,Yau Tsim Mong,10.4,31.0
28383451,Yau Tsim Mong,8.6,22.0
28383858,Yau Tsim Mong,7.0,14.0
28384354,Yau Tsim Mong,10.2,30.0
28385266,Yau Tsim Mong,7.6,17.0
28385526,Yau Tsim Mong,8.6,22.0
28387090,Yau Tsim Mong,7.0,14.0
28392287,Yau Tsim Mong,30.4,130.0
28394752,Yau Tsim Mong,12.2,40.0
28398447,Yau Tsim Mong,29.2,124.0
28398940,Yau Tsim Mong,40.8,180.0
28420583,Yau Tsim Mong,6.6,12.0
28425373,Yau Tsim Mong,32.4,140.0
28433416,Yau Tsim Mong,48.6,214.0
28441781,Yau Tsim Mong,7.4,16.0
28442122,Yau Tsim Mong,11.4,36.0
28449723,Yau Tsim Mong,6.6,12.0
28460671,Yau Tsim Mong,6.2,10.0
28461114,Yau Tsim Mong,6.2,10.0
28461344,Yau Tsim Mong,5.0,4.0
28462440,Yau Tsim Mong,5.8,8.0
28467759,Yau Tsim Mong,9.6,27.0
28472230,Yau Tsim Mong,23.2,95.0
28484211,Yau Tsim Mong,33.0,143.0
28486248,Yau Tsim Mong,14.4,51.0
28559109,Yau Tsim Mong,8.6,22.0
28559171,Yau Tsim Mong,8.0,19.0
28579788,Yau Tsim Mong,32.6,141.0
28597454,Yau Tsim Mong,33.4,145.0
28654672,Yau Tsim Mong,28.4,121.0
28670137,Yau Tsim Mong,32.4,140.0
28676921,Yau Tsim Mong,23.0,94.0
28679887,Yau Tsim Mong,33.2,144.0
28688887,Yau Tsim Mong,35.0,153.0
28689069,Yau Tsim Mong,34.4,150.0
28689326,Yau Tsim Mong,34.4,150.0
28697889,Yau Tsim Mong,37.0,163.0
28701654,Yau Tsim Mong,24.2,100.0
28719096,Yau Tsim Mong,33.4,145.0
28727295,Yau Tsim Mong,8.0,19.0
28729335,Yau Tsim Mong,31.4,135.0
28733295,Yau Tsim Mong,13.0,44.0
28772395,Yau Tsim Mong,31.2,134.0
28802437,Yau Tsim Mong,7.4,16.0
28805946,Yau Tsim Mong,24.0,99.0
28824060,Yau Tsim Mong,35.0,153.0
28824873,Yau Tsim Mong,35.0,153.0
28825080,Yau Tsim Mong,34.2,149.0
28825205,Yau Tsim Mong,34.4,150.0
28825349,Yau Tsim Mong,32.0,138.0
28825537,Yau Tsim Mong,31.2,134.0
28825990,Yau Tsim Mong,30.6,131.0
28826285,Yau Tsim Mong,32.4,140.0
28826488,Yau Tsim Mong,33.4,145.0
28826863,Yau Tsim Mong,36.2,159.0
28835528,Yau Tsim Mong,14.6,52.0
28839088,Yau Tsim Mong,24.4,101.0
28849238,Yau Tsim Mong,6.6,12.0
28852228,Yau Tsim Mong,33.2,144.0
28858906,Yau Tsim Mong,40.8,180.0
28858911,Yau Tsim Mong,41.4,182.0
28858933,Yau Tsim Mong,33.4,145.0
28858984,Yau Tsim Mong,42.4,187.0
28859880,Yau Tsim Mong,33.0,143.0
28859889,Yau Tsim Mong,43.2,191.0
28861004,Yau Tsim Mong,34.0,148.0
28870575,Yau Tsim Mong,12.0,39.0
28884085,Yau Tsim Mong,6.6,12.0
28884716,Yau Tsim Mong,46.8,205.0
28895508,Yau Tsim Mong,6.6,12.0
28897180,Yau Tsim Mong,43.0,190.0
28921130,Yau Tsim Mong,5.8,8.0
28927613,Yau Tsim Mong,33.8,147.0
28939257,Yau Tsim Mong,33.2,144.0
28940568,Yau Tsim Mong,34.4,150.0
28946996,Yau Tsim Mong,34.4,150.0
28950836,Yau Tsim Mong,6.6,12.0
28950901,Yau Tsim Mong,8.4,21.0
28964679,Yau Tsim Mong,32.0,138.0
28965778,Yau Tsim Mong,34.0,148.0
28975871,Yau Tsim Mong,36.2,159.0
28976805,Yau Tsim Mong,7.0,14.0
28977258,Yau Tsim Mong,34.4,150.0
28977669,Yau Tsim Mong,31.8,137.0
28982381,Yau Tsim Mong,5.8,8.0
28988793,Yau Tsim Mong,23.4,96.0
28989499,Yau Tsim Mong,35.4,155.0
28989997,Yau Tsim Mong,20.4,81.0
28990169,Yau Tsim Mong,35.4,155.0
28990622,Yau Tsim Mong,23.4,96.0
28990793,Yau Tsim Mong,21.2,85.0
28997990,Yau Tsim Mong,22.6,92.0
28998375,Yau Tsim Mong,36.0,158.0
28999848,Yau Tsim Mong,10.4,31.0
29012504,Yau Tsim Mong,21.6,87.0
29015968,Yau Tsim Mong,26.4,111.0
29018392,Yau Tsim Mong,6.4,11.0
29018828,Yau Tsim Mong,6.6,12.0
29021475,Yau Tsim Mong,13.2,45.0
29021569,Yau Tsim Mong,16.8,63.0
29021783,Yau Tsim Mong,28.6,122.0
29022648,Yau Tsim Mong,8.6,22.0
29074514,Yau Tsim Mong,34.4,150.0
29088513,Yau Tsim Mong,34.6,151.0
29109408,Yau Tsim Mong,6.0,9.0
29109430,Yau Tsim Mong,8.0,19.0
29110541,Yau Tsim Mong,20.2,80.0
29122802,Yau Tsim Mong,34.4,150.0
29123366,Yau Tsim Mong,33.2,144.0
29126463,Yau Tsim Mong,7.4,16.0
29135502,Yau Tsim Mong,37.2,164.0
29135664,Yau Tsim Mong,34.4,150.0
29137618,Yau Tsim Mong,5.4,6.0
29137639,Yau Tsim Mong,22.2,90.0
29139192,Yau Tsim Mong,25.6,107.0
29140113,Yau Tsim Mong,42.2,186.0
29142647,Yau Tsim Mong,24.0,99.0
29144474,Yau Tsim Mong,30.8,132.0
29146582,Yau Tsim Mong,20.4,81.0
29147309,Yau Tsim Mong,21.4,86.0
29173435,Yau Tsim Mong,20.4,81.0
29177443,Yau Tsim Mong,40.0,177.0
29192426,Yau Tsim Mong,27.4,116.0
29193878,Yau Tsim Mong,31.0,133.0
29193935,Yau Tsim Mong,31.4,135.0
29220733,Yau Tsim Mong,5.2,5.0
29222772,Yau Tsim Mong,6.8,13.0
29226768,Yau Tsim Mong,8.0,19.0
29227844,Yau Tsim Mong,24.4,101.0
29232409,Yau Tsim Mong,6.4,11.0
29234178,Yau Tsim Mong,39.0,173.0
29234267,Yau Tsim Mong,37.2,164.0
29234484,Yau Tsim Mong,34.2,149.0
29234683,Yau Tsim Mong,40.0,177.0
29245224,Yau Tsim Mong,6.0,9.0
29246419,Yau Tsim Mong,31.0,133.0
29270922,Yau Tsim Mong,15.6,57.0
29274682,Yau Tsim Mong,22.4,91.0
29319099,Yau Tsim Mong,7.4,16.0
29329935,Yau Tsim Mong,25.0,104.0
29338509,Yau Tsim Mong,21.4,86.0
29349917,Yau Tsim Mong,37.2,164.0
29353104,Yau Tsim Mong,34.0,148.0
29353205,Yau Tsim Mong,41.2,181.0
29353639,Yau Tsim Mong,24.8,103.0
29354677,Yau Tsim Mong,37.0,163.0
29354977,Yau Tsim Mong,36.6,161.0
29355361,Yau Tsim Mong,33.4,145.0
29374400,Yau Tsim Mong,32.4,140.0
29378095,Yau Tsim Mong,7.4,16.0
29382218,Yau Tsim Mong,33.6,146.0
29385445,Yau Tsim Mong,7.8,18.0
29400043,Yau Tsim Mong,5.4,6.0
29400623,Yau Tsim Mong,7.0,14.0
29432701,Yau Tsim Mong,35.0,153.0
29475376,Yau Tsim Mong,9.0,24.0
29486051,Yau Tsim Mong,6.4,11.0
29497135,Yau Tsim Mong,24.2,100.0
29497354,Yau Tsim Mong,9.4,26.0
29501671,Yau Tsim Mong,37.0,163.0
29506271,Yau Tsim Mong,6.6,12.0
29507904,Yau Tsim Mong,5.6,7.0
29522674,Yau Tsim Mong,7.6,17.0
29526569,Yau Tsim Mong,13.2,45.0
29532412,Yau Tsim Mong,6.4,11.0
29534203,Yau Tsim Mong,5.8,8.0
29545108,Yau Tsim Mong,24.4,101.0
29545467,Yau Tsim Mong,23.0,94.0
29547317,Yau Tsim Mong,23.0,94.0
29556199,Yau Tsim Mong,21.6,87.0
29564976,Yau Tsim Mong,7.4,16.0
29572150,Yau Tsim Mong,34.2,149.0
29582868,Yau Tsim Mong,9.6,27.0
29598038,Yau Tsim Mong,36.2,159.0
29602349,Yau Tsim Mong,6.8,13.0
29604629,Yau Tsim Mong,6.2,10.0
29614323,Yau Tsim Mong,34.2,149.0
29619245,Yau Tsim Mong,24.4,101.0
29619889,Yau Tsim Mong,21.4,86.0
29629234,Yau Tsim Mong,23.4,96.0
29629658,Yau Tsim Mong,20.4,81.0
29647665,Yau Tsim Mong,13.8,48.0
29650102,Yau Tsim Mong,15.0,54.0
29674773,Yau Tsim Mong,36.2,159.0
29698046,Yau Tsim Mong,6.4,11.0
29726384,Yau Tsim Mong,7.0,14.0
29746331,Yau Tsim Mong,23.6,97.0
29746464,Yau Tsim Mong,14.6,52.0
29747501,Yau Tsim Mong,32.4,140.0
29749252,Yau Tsim Mong,34.4,150.0
29749404,Yau Tsim Mong,34.4,150.0
29749427,Yau Tsim Mong,34.0,148.0
29750177,Yau Tsim Mong,11.0,34.0
29751700,Yau Tsim Mong,18.0,69.0
29752167,Yau Tsim Mong,22.4,91.0
29752219,Yau Tsim Mong,15.4,56.0
29752663,Yau Tsim Mong,14.4,51.0
29754353,Yau Tsim Mong,16.2,60.0
29754816,Yau Tsim Mong,16.2,60.0
29760491,Yau Tsim Mong,36.2,159.0
29763242,Yau Tsim Mong,33.4,145.0
29766756,Yau Tsim Mong,5.8,8.0
29767221,Yau Tsim Mong,31.2,134.0
29794120,Yau Tsim Mong,28.6,122.0
29799915,Yau Tsim Mong,24.2,100.0
29810682,Yau Tsim Mong,34.0,148.0
29819289,Yau Tsim Mong,34.0,148.0
29819498,Yau Tsim Mong,5.6,7.0
29821369,Yau Tsim Mong,34.4,150.0
29822215,Yau Tsim Mong,4.6,2.0
29837087,Yau Tsim Mong,31.4,135.0
29837246,Yau Tsim Mong,33.2,144.0
29840582,Yau Tsim Mong,34.2,149.0
29840591,Yau Tsim Mong,36.0,158.0
29840597,Yau Tsim Mong,34.8,152.0
29840611,Yau Tsim Mong,35.4,155.0
29840640,Yau Tsim Mong,35.8,157.0
29843877,Yau Tsim Mong,31.0,133.0
29846996,Yau Tsim Mong,32.4,140.0
29848136,Yau Tsim Mong,20.6,82.0
29859159,Yau Tsim Mong,14.8,53.0
29859380,Yau Tsim Mong,15.0,54.0
29859725,Yau Tsim Mong,6.6,12.0
29860069,Yau Tsim Mong,15.2,55.0
29864411,Yau Tsim Mong,19.2,75.0
29866374,Yau Tsim Mong,6.2,10.0
29866796,Yau Tsim Mong,6.4,11.0
29867371,Yau Tsim Mong,5.4,6.0
29884568,Yau Tsim Mong,33.0,143.0
29885013,Yau Tsim Mong,23.2,95.0
29898846,Yau Tsim Mong,6.2,10.0
29908732,Yau Tsim Mong,35.2,154.0
29912338,Yau Tsim Mong,12.2,40.0
29912663,Yau Tsim Mong,24.2,100.0
29922840,Yau Tsim Mong,13.8,48.0
29928743,Yau Tsim Mong,24.8,103.0
29932504,Yau Tsim Mong,20.4,81.0
29932930,Yau Tsim Mong,8.2,20.0
29934670,Yau Tsim Mong,8.4,21.0
29935320,Yau Tsim Mong,14.6,52.0
29964903,Yau Tsim Mong,6.6,12.0
29970534,Yau Tsim Mong,12.2,40.0
29997747,Yau Tsim Mong,6.6,12.0
30019082,Yau Tsim Mong,24.4,101.0
30055003,Yau Tsim Mong,7.0,14.0
30059212,Yau Tsim Mong,23.4,96.0
30079254,Yau Tsim Mong,11.4,36.0
30093924,Yau Tsim Mong,36.0,158.0
30096382,Yau Tsim Mong,6.2,10.0
30099921,Yau Tsim Mong,8.4,21.0
30102114,Yau Tsim Mong,6.8,13.0
30113962,Yau Tsim Mong,31.4,135.0
30113971,Yau Tsim Mong,41.6,183.0
30115488,Yau Tsim Mong,21.4,86.0
30116382,Yau Tsim Mong,21.2,85.0
30127701,Yau Tsim Mong,9.2,25.0
30132921,Yau Tsim Mong,23.0,94.0
30134392,Yau Tsim Mong,21.2,85.0
30138861,Yau Tsim Mong,22.0,89.0
30143307,Yau Tsim Mong,10.2,30.0
30143514,Yau Tsim Mong,9.8,28.0
30158419,Yau Tsim Mong,9.6,27.0
30159050,Yau Tsim Mong,8.4,21.0
30160266,Yau Tsim Mong,9.0,24.0
30161402,Yau Tsim Mong,20.4,81.0
30162779,Yau Tsim Mong,23.6,97.0
30171121,Yau Tsim Mong,9.2,25.0
30172798,Yau Tsim Mong,8.0,19.0
30179767,Yau Tsim Mong,4.8,3.0
30191635,Yau Tsim Mong,21.8,88.0
30193127,Yau Tsim Mong,12.0,39.0
30212989,Yau Tsim Mong,34.4,150.0
30213527,Yau Tsim Mong,33.6,146.0
30234098,Yau Tsim Mong,37.2,164.0
30243817,Yau Tsim Mong,10.6,32.0
30246550,Yau Tsim Mong,8.0,19.0
30255710,Yau Tsim Mong,5.0,4.0
30256439,Yau Tsim Mong,22.6,92.0
30258497,Yau Tsim Mong,7.6,17.0
30281778,Yau Tsim Mong,32.4,140.0
30282375,Yau Tsim Mong,14.8,53.0
30289533,Yau Tsim Mong,33.0,143.0
30290488,Yau Tsim Mong,33.2,144.0
30293722,Yau Tsim Mong,34.2,149.0
30295953,Yau Tsim Mong,15.0,54.0
30297137,Yau Tsim Mong,14.4,51.0
30298832,Yau Tsim Mong,31.2,134.0
30300291,Yau Tsim Mong,15.4,56.0
30301912,Yau Tsim Mong,42.4,187.0
30303437,Yau Tsim Mong,7.6,17.0
30304719,Yau Tsim Mong,31.4,135.0
30310134,Yau Tsim Mong,7.4,16.0
30322438,Yau Tsim Mong,5.8,8.0
30322812,Yau Tsim Mong,35.2,154.0
30327756,Yau Tsim Mong,34.2,149.0
30329263,Yau Tsim Mong,10.4,31.0
30333295,Yau Tsim Mong,10.4,31.0
30343366,Yau Tsim Mong,12.6,42.0
30361529,Yau Tsim Mong,33.4,145.0
30363693,Yau Tsim Mong,15.0,54.0
30364683,Yau Tsim Mong,9.6,27.0
30368914,Yau Tsim Mong,34.4,150.0
30371149,Yau Tsim Mong,10.0,29.0
30377898,Yau Tsim Mong,5.2,5.0
30379546,Yau Tsim Mong,8.4,21.0
30380025,Yau Tsim Mong,16.0,59.0
30380740,Yau Tsim Mong,15.6,57.0
30386726,Yau Tsim Mong,9.4,26.0
30388637,Yau Tsim Mong,31.4,135.0
30396852,Yau Tsim Mong,15.6,57.0
30405302,Yau Tsim Mong,16.0,59.0
30430205,Yau Tsim Mong,38.2,169.0
30434775,Yau Tsim Mong,16.0,59.0
30437998,Yau Tsim Mong,18.2,70.0
30440598,Yau Tsim Mong,7.2,15.0
30451160,Yau Tsim Mong,31.0,133.0
30462305,Yau Tsim Mong,36.0,158.0
30494795,Yau Tsim Mong,24.8,103.0
30494980,Yau Tsim Mong,24.0,99.0
30494998,Yau Tsim Mong,24.2,100.0
30511578,Yau Tsim Mong,13.4,46.0
30514705,Yau Tsim Mong,8.2,20.0
30514949,Yau Tsim Mong,25.6,107.0
30519595,Yau Tsim Mong,34.4,150.0
30523375,Yau Tsim Mong,35.2,154.0
30531633,Yau Tsim Mong,33.2,144.0
30537256,Yau Tsim Mong,6.8,13.0
30540457,Yau Tsim Mong,43.6,193.0
30540700,Yau Tsim Mong,10.4,31.0
30542788,Yau Tsim Mong,34.0,148.0
30543125,Yau Tsim Mong,35.4,155.0
30559325,Yau Tsim Mong,38.2,169.0
30567878,Yau Tsim Mong,36.4,160.0
30569511,Yau Tsim Mong,44.8,197.0
30570745,Yau Tsim Mong,43.0,190.0
30586047,Yau Tsim Mong,6.0,9.0
30586736,Yau Tsim Mong,34.4,150.0
30595519,Yau Tsim Mong,5.8,8.0
30596470,Yau Tsim Mong,38.2,169.0
30638622,Yau Tsim Mong,42.0,185.0
30652087,Yau Tsim Mong,42.8,189.0
30652117,Yau Tsim Mong,37.0,163.0
30678680,Yau Tsim Mong,30.4,130.0
30678973,Yau Tsim Mong,21.2,85.0
30679888,Yau Tsim Mong,10.0,29.0
30684039,Yau Tsim Mong,13.0,44.0
30684687,Yau Tsim Mong,24.2,100.0
30688404,Yau Tsim Mong,21.0,84.0
30688724,Yau Tsim Mong,19.2,75.0
30698769,Yau Tsim Mong,7.2,15.0
30701231,Yau Tsim Mong,6.8,13.0
30721008,Yau Tsim Mong,13.8,48.0
30722053,Yau Tsim Mong,12.6,42.0
30726946,Yau Tsim Mong,13.8,48.0
30728646,Yau Tsim Mong,21.4,86.0
30744194,Yau Tsim Mong,36.2,159.0
30746862,Yau Tsim Mong,32.2,139.0
30747636,Yau Tsim Mong,37.2,164.0
30752295,Yau Tsim Mong,31.2,134.0
30756591,Yau Tsim Mong,14.0,49.0
30758874,Yau Tsim Mong,35.2,154.0
30758935,Yau Tsim Mong,23.2,95.0
30759189,Yau Tsim Mong,33.2,144.0
30775338,Yau Tsim Mong,10.2,30.0
30775342,Yau Tsim Mong,13.2,45.0
30776119,Yau Tsim Mong,12.4,41.0
30786488,Yau Tsim Mong,31.4,135.0
30789228,Yau Tsim Mong,41.8,184.0
30789434,Yau Tsim Mong,38.8,172.0
30789656,Yau Tsim Mong,33.2,144.0
30790461,Yau Tsim Mong,41.4,182.0
30791494,Yau Tsim Mong,37.6,166.0
30791791,Yau Tsim Mong,38.0,168.0
30798668,Yau Tsim Mong,8.2,20.0
30799096,Yau Tsim Mong,8.8,23.0
30802368,Yau Tsim Mong,35.0,153.0
30805686,Yau Tsim Mong,13.0,44.0
30808556,Yau Tsim Mong,35.2,154.0
30810276,Yau Tsim Mong,32.4,140.0
30812540,Yau Tsim Mong,15.2,55.0
30812939,Yau Tsim Mong,41.4,182.0
30813525,Yau Tsim Mong,39.2,174.0
30824272,Yau Tsim Mong,13.2,45.0
30826856,Yau Tsim Mong,33.6,146.0
30850473,Yau Tsim Mong,15.8,58.0
30851262,Yau Tsim Mong,5.2,5.0
30858243,Yau Tsim Mong,7.2,15.0
30865984,Yau Tsim Mong,42.0,185.0
30866167,Yau Tsim Mong,14.8,53.0
30867982,Yau Tsim Mong,31.4,135.0
30881359,Yau Tsim Mong,22.4,91.0
30891195,Yau Tsim Mong,13.2,45.0
30893176,Yau Tsim Mong,12.0,39.0
30894611,Yau Tsim Mong,7.2,15.0
30894965,Yau Tsim Mong,15.6,57.0
30895319,Yau Tsim Mong,14.4,51.0
30895419,Yau Tsim Mong,13.4,46.0
30895504,Yau Tsim Mong,14.4,51.0
30897500,Yau Tsim Mong,37.0,163.0
30901934,Yau Tsim Mong,24.8,103.0
30918912,Yau Tsim Mong,15.4,56.0
30919312,Yau Tsim Mong,5.2,5.0
30920376,Yau Tsim Mong,34.2,149.0
30924727,Yau Tsim Mong,8.8,23.0
30927001,Yau Tsim Mong,30.4,130.0
30929628,Yau Tsim Mong,21.0,84.0
30929955,Yau Tsim Mong,19.8,78.0
30930119,Yau Tsim Mong,20.0,79.0
30930261,Yau Tsim Mong,20.4,81.0
30940365,Yau Tsim Mong,45.8,200.0
30941011,Yau Tsim Mong,32.2,139.0
30941214,Yau Tsim Mong,36.0,158.0
30941785,Yau Tsim Mong,34.4,150.0
30941811,Yau Tsim Mong,39.2,174.0
30945538,Yau Tsim Mong,9.4,26.0
30947716,Yau Tsim Mong,16.2,60.0
30951423,Yau Tsim Mong,22.2,90.0
30965677,Yau Tsim Mong,9.6,27.0
30966988,Yau Tsim Mong,20.8,83.0
30968447,Yau Tsim Mong,8.4,21.0
30969885,Yau Tsim Mong,36.4,160.0
30979121,Yau Tsim Mong,14.8,53.0
30999944,Yau Tsim Mong,5.0,4.0
31014775,Yau Tsim Mong,6.8,13.0
31014934,Yau Tsim Mong,6.0,9.0
31015557,Yau Tsim Mong,8.6,22.0
31017327,Yau Tsim Mong,10.8,33.0
31023128,Yau Tsim Mong,33.0,143.0
31023190,Yau Tsim Mong,22.0,89.0
31023927,Yau Tsim Mong,10.6,32.0
31024809,Yau Tsim Mong,33.4,145.0
31033576,Yau Tsim Mong,23.4,96.0
31033894,Yau Tsim Mong,23.4,96.0
31034089,Yau Tsim Mong,34.4,150.0
31034116,Yau Tsim Mong,22.4,91.0
31034573,Yau Tsim Mong,35.4,155.0
31043457,Yau Tsim Mong,17.8,68.0
31045505,Yau Tsim Mong,20.0,79.0
31045529,Yau Tsim Mong,14.8,53.0
31045591,Yau Tsim Mong,15.4,56.0
31046280,Yau Tsim Mong,12.4,41.0
31046283,Yau Tsim Mong,12.2,40.0
31046874,Yau Tsim Mong,15.4,56.0
31047035,Yau Tsim Mong,13.6,47.0
31047353,Yau Tsim Mong,12.8,43.0
31047626,Yau Tsim Mong,14.6,52.0
31047727,Yau Tsim Mong,13.2,45.0
31047842,Yau Tsim Mong,13.0,44.0
31048005,Yau Tsim Mong,14.0,49.0
31048054,Yau Tsim Mong,15.6,57.0
31048090,Yau Tsim Mong,13.4,46.0
31048174,Yau Tsim Mong,14.0,49.0
31048179,Yau Tsim Mong,14.8,53.0
31059411,Yau Tsim Mong,34.2,149.0
