ListingID,Neighbourhood,Walking time (mins),rank
31063201,Yau Tsim Mong,24.4,101.0
31064064,Yau Tsim Mong,21.4,86.0
31065907,Yau Tsim Mong,34.2,149.0
31066268,Yau Tsim Mong,35.2,154.0
31066815,Yau Tsim Mong,28.4,121.0
31067236,Yau Tsim Mong,30.2,129.0
31067583,Yau Tsim Mong,8.6,22.0
31067897,Yau Tsim Mong,20.2,80.0
31073510,Yau Tsim Mong,22.4,91.0
31075160,Yau Tsim Mong,7.2,15.0
31076798,Yau Tsim Mong,34.4,150.0
31076965,Yau Tsim Mong,23.6,97.0
31080313,Yau Tsim Mong,22.4,91.0
31086693,Yau Tsim Mong,34.2,149.0
31089954,Yau Tsim Mong,23.2,95.0
31095244,Yau Tsim Mong,5.0,4.0
31109648,Yau Tsim Mong,9.6,27.0
31133317,Yau Tsim Mong,48.2,212.0
31133659,Yau Tsim Mong,5.6,7.0
31139180,Yau Tsim Mong,23.0,94.0
31140523,Yau Tsim Mong,23.4,96.0
31151378,Yau Tsim Mong,9.4,26.0
31151800,Yau Tsim Mong,32.4,140.0
31153941,Yau Tsim Mong,15.0,54.0
31154025,Yau Tsim Mong,12.4,41.0
31154254,Yau Tsim Mong,15.4,56.0
31154349,Yau Tsim Mong,12.6,42.0
31154544,Yau Tsim Mong,13.6,47.0
31154579,Yau Tsim Mong,15.2,55.0
31154657,Yau Tsim Mong,14.2,50.0
31154682,Yau Tsim Mong,14.0,49.0
31155433,Yau Tsim Mong,45.8,200.0
31156971,Yau Tsim Mong,11.6,37.0
31160230,Yau Tsim Mong,5.4,6.0
31161069,Yau Tsim Mong,4.6,2.0
31161425,Yau Tsim Mong,4.6,2.0
31173989,Yau Tsim Mong,26.8,113.0
31176006,Yau Tsim Mong,31.4,135.0
31183623,Yau Tsim Mong,23.6,97.0
31184690,Yau Tsim Mong,22.6,92.0
31187950,Yau Tsim Mong,41.8,184.0
31207638,Yau Tsim Mong,33.0,143.0
31212268,Yau Tsim Mong,5.4,6.0
31232101,Yau Tsim Mong,6.8,13.0
31241603,Yau Tsim Mong,21.2,85.0
31244381,Yau Tsim Mong,8.4,21.0
31245937,Yau Tsim Mong,11.2,35.0
31271063,Yau Tsim Mong,33.4,145.0
31275266,Yau Tsim Mong,41.6,183.0
31276603,Yau Tsim Mong,23.0,94.0
31277736,Yau Tsim Mong,23.4,96.0
31279489,Yau Tsim Mong,23.2,95.0
31282260,Yau Tsim Mong,10.4,31.0
31291494,Yau Tsim Mong,12.4,41.0
31294662,Yau Tsim Mong,34.8,152.0
31295069,Yau Tsim Mong,31.2,134.0
31298434,Yau Tsim Mong,37.2,164.0
31299012,Yau Tsim Mong,37.4,165.0
31300394,Yau Tsim Mong,35.0,153.0
31300616,Yau Tsim Mong,36.2,159.0
31301543,Yau Tsim Mong,31.4,135.0
31307927,Yau Tsim Mong,13.0,44.0
31315899,Yau Tsim Mong,8.6,22.0
31316432,Yau Tsim Mong,6.6,12.0
31316535,Yau Tsim Mong,8.2,20.0
31320082,Yau Tsim Mong,36.4,160.0
31320693,Yau Tsim Mong,33.0,143.0
31321798,Yau Tsim Mong,9.0,24.0
31321893,Yau Tsim Mong,11.6,37.0
31325701,Yau Tsim Mong,22.0,89.0
31346012,Yau Tsim Mong,15.6,57.0
31347188,Yau Tsim Mong,20.8,83.0
31350014,Yau Tsim Mong,15.6,57.0
31363590,Yau Tsim Mong,10.0,29.0
31396020,Yau Tsim Mong,31.6,136.0
31399710,Yau Tsim Mong,31.2,134.0
31431605,Yau Tsim Mong,47.0,206.0
31436645,Yau Tsim Mong,43.6,193.0
31436685,Yau Tsim Mong,35.6,156.0
31447977,Yau Tsim Mong,20.0,79.0
31451683,Yau Tsim Mong,12.6,42.0
31452028,Yau Tsim Mong,37.6,166.0
31452192,Yau Tsim Mong,16.8,63.0
31452221,Yau Tsim Mong,12.0,39.0
31454106,Yau Tsim Mong,13.0,44.0
31461948,Yau Tsim Mong,27.2,115.0
31462137,Yau Tsim Mong,37.0,163.0
31473377,Yau Tsim Mong,8.0,19.0
31475452,Yau Tsim Mong,35.2,154.0
31476198,Yau Tsim Mong,5.4,6.0
31476808,Yau Tsim Mong,12.0,39.0
31477993,Yau Tsim Mong,41.2,181.0
31489934,Yau Tsim Mong,36.8,162.0
31499145,Yau Tsim Mong,13.0,44.0
31503715,Yau Tsim Mong,13.8,48.0
31503797,Yau Tsim Mong,13.0,44.0
31503969,Yau Tsim Mong,13.2,45.0
31505300,Yau Tsim Mong,35.0,153.0
31519230,Yau Tsim Mong,20.8,83.0
31520360,Yau Tsim Mong,20.8,83.0
31520856,Yau Tsim Mong,7.4,16.0
31523986,Yau Tsim Mong,23.8,98.0
31528851,Yau Tsim Mong,20.0,79.0
31529820,Yau Tsim Mong,20.8,83.0
31529972,Yau Tsim Mong,34.0,148.0
31530023,Yau Tsim Mong,20.0,79.0
31534372,Yau Tsim Mong,34.4,150.0
31541813,Yau Tsim Mong,32.0,138.0
31549544,Yau Tsim Mong,23.4,96.0
31550475,Yau Tsim Mong,12.2,40.0
31554274,Yau Tsim Mong,20.6,82.0
31573491,Yau Tsim Mong,34.4,150.0
31573817,Yau Tsim Mong,21.4,86.0
31575571,Yau Tsim Mong,34.4,150.0
31582440,Yau Tsim Mong,33.6,146.0
31586178,Yau Tsim Mong,13.0,44.0
31586364,Yau Tsim Mong,12.0,39.0
31589253,Yau Tsim Mong,32.6,141.0
31600346,Yau Tsim Mong,32.0,138.0
31602282,Yau Tsim Mong,12.8,43.0
31610831,Yau Tsim Mong,30.2,129.0
31630345,Yau Tsim Mong,14.6,52.0
31630626,Yau Tsim Mong,13.4,46.0
31630832,Yau Tsim Mong,12.2,40.0
31631684,Yau Tsim Mong,13.2,45.0
31632468,Yau Tsim Mong,15.6,57.0
31632731,Yau Tsim Mong,13.8,48.0
31632836,Yau Tsim Mong,12.8,43.0
31633010,Yau Tsim Mong,22.4,91.0
31633081,Yau Tsim Mong,12.8,43.0
31640729,Yau Tsim Mong,11.4,36.0
31655325,Yau Tsim Mong,8.6,22.0
31657255,Yau Tsim Mong,35.0,153.0
31658399,Yau Tsim Mong,7.8,18.0
31665273,Yau Tsim Mong,9.0,24.0
31679852,Yau Tsim Mong,33.4,145.0
31688054,Yau Tsim Mong,12.2,40.0
31688906,Yau Tsim Mong,14.8,53.0
31697694,Yau Tsim Mong,52.0,224.0
31698103,Yau Tsim Mong,8.2,20.0
31698592,Yau Tsim Mong,7.8,18.0
31698855,Yau Tsim Mong,7.2,15.0
31699878,Yau Tsim Mong,8.0,19.0
31700279,Yau Tsim Mong,5.8,8.0
31702053,Yau Tsim Mong,6.2,10.0
31702514,Yau Tsim Mong,6.0,9.0
31702760,Yau Tsim Mong,35.6,156.0
31704460,Yau Tsim Mong,35.4,155.0
31707233,Yau Tsim Mong,7.8,18.0
31707730,Yau Tsim Mong,8.4,21.0
31708004,Yau Tsim Mong,8.8,23.0
31713741,Yau Tsim Mong,7.0,14.0
31715310,Yau Tsim Mong,7.6,17.0
31765323,Yau Tsim Mong,7.8,18.0
31773997,Yau Tsim Mong,32.4,140.0
31776391,Yau Tsim Mong,36.2,159.0
31777088,Yau Tsim Mong,9.0,24.0
31804298,Yau Tsim Mong,34.0,148.0
31804825,Yau Tsim Mong,33.2,144.0
31805001,Yau Tsim Mong,34.0,148.0
31809857,Yau Tsim Mong,7.8,18.0
31812805,Yau Tsim Mong,43.0,190.0
31813702,Yau Tsim Mong,45.0,198.0
31814102,Yau Tsim Mong,42.8,189.0
31822079,Yau Tsim Mong,32.4,140.0
31835965,Yau Tsim Mong,21.2,85.0
31838218,Yau Tsim Mong,44.2,194.0
31838648,Yau Tsim Mong,23.0,94.0
31838756,Yau Tsim Mong,20.0,79.0
31850245,Yau Tsim Mong,34.2,149.0
31860836,Yau Tsim Mong,12.4,41.0
31861288,Yau Tsim Mong,6.0,9.0
31863051,Yau Tsim Mong,5.2,5.0
31866446,Yau Tsim Mong,30.4,130.0
31866944,Yau Tsim Mong,34.0,148.0
31867431,Yau Tsim Mong,14.0,49.0
31867911,Yau Tsim Mong,16.6,62.0
31871389,Yau Tsim Mong,34.0,148.0
31885140,Yau Tsim Mong,25.2,105.0
31886534,Yau Tsim Mong,10.6,32.0
31890233,Yau Tsim Mong,20.2,80.0
31891358,Yau Tsim Mong,12.4,41.0
31905085,Yau Tsim Mong,21.2,85.0
31905370,Yau Tsim Mong,23.2,95.0
31905586,Yau Tsim Mong,21.2,85.0
31909175,Yau Tsim Mong,35.4,155.0
31910375,Yau Tsim Mong,7.4,16.0
31911996,Yau Tsim Mong,6.6,12.0
31918680,Yau Tsim Mong,36.2,159.0
31919309,Yau Tsim Mong,37.2,164.0
31936151,Yau Tsim Mong,7.0,14.0
31938991,Yau Tsim Mong,9.4,26.0
31943937,Yau Tsim Mong,34.2,149.0
31944901,Yau Tsim Mong,42.0,185.0
31946504,Yau Tsim Mong,28.4,121.0
31961661,Yau Tsim Mong,19.4,76.0
31966470,Yau Tsim Mong,30.6,131.0
31970228,Yau Tsim Mong,15.6,57.0
31970788,Yau Tsim Mong,6.4,11.0
31971323,Yau Tsim Mong,24.2,100.0
31974112,Yau Tsim Mong,32.8,142.0
31974115,Yau Tsim Mong,29.0,123.0
31974124,Yau Tsim Mong,32.4,140.0
31974128,Yau Tsim Mong,30.6,131.0
31974132,Yau Tsim Mong,29.4,125.0
31974137,Yau Tsim Mong,31.4,135.0
31974139,Yau Tsim Mong,31.0,133.0
31974180,Yau Tsim Mong,31.4,135.0
31974184,Yau Tsim Mong,31.8,137.0
31974189,Yau Tsim Mong,29.0,123.0
31974202,Yau Tsim Mong,30.4,130.0
31974213,Yau Tsim Mong,31.4,135.0
31974217,Yau Tsim Mong,30.4,130.0
31974220,Yau Tsim Mong,31.4,135.0
31974227,Yau Tsim Mong,28.2,120.0
31976530,Yau Tsim Mong,5.6,7.0
31980214,Yau Tsim Mong,8.4,21.0
31983759,Yau Tsim Mong,31.6,136.0
31984543,Yau Tsim Mong,36.8,162.0
31995384,Yau Tsim Mong,41.8,184.0
31995815,Yau Tsim Mong,35.0,153.0
31995880,Yau Tsim Mong,33.4,145.0
31997785,Yau Tsim Mong,32.4,140.0
32006604,Yau Tsim Mong,19.2,75.0
32022349,Yau Tsim Mong,5.4,6.0
32022499,Yau Tsim Mong,17.2,65.0
32022589,Yau Tsim Mong,14.8,53.0
32024103,Yau Tsim Mong,14.0,49.0
32024517,Yau Tsim Mong,8.4,21.0
32040549,Yau Tsim Mong,8.0,19.0
32048734,Yau Tsim Mong,31.6,136.0
32051542,Yau Tsim Mong,22.4,91.0
32051989,Yau Tsim Mong,20.2,80.0
32052513,Yau Tsim Mong,22.2,90.0
32058300,Yau Tsim Mong,26.6,112.0
32060047,Yau Tsim Mong,35.0,153.0
32071926,Yau Tsim Mong,21.2,85.0
32073388,Yau Tsim Mong,9.8,28.0
32073876,Yau Tsim Mong,9.0,24.0
32078247,Yau Tsim Mong,22.6,92.0
32078411,Yau Tsim Mong,21.4,86.0
32078467,Yau Tsim Mong,16.8,63.0
32078473,Yau Tsim Mong,23.4,96.0
32078999,Yau Tsim Mong,5.8,8.0
32081675,Yau Tsim Mong,36.0,158.0
32085218,Yau Tsim Mong,21.4,86.0
32085650,Yau Tsim Mong,19.6,77.0
32087839,Yau Tsim Mong,19.0,74.0
32089246,Yau Tsim Mong,31.4,135.0
32089298,Yau Tsim Mong,6.0,9.0
32089692,Yau Tsim Mong,22.4,91.0
32089997,Yau Tsim Mong,23.4,96.0
32092400,Yau Tsim Mong,9.6,27.0
32093452,Yau Tsim Mong,19.4,76.0
32093497,Yau Tsim Mong,14.2,50.0
32093640,Yau Tsim Mong,15.2,55.0
32098217,Yau Tsim Mong,24.0,99.0
32099636,Yau Tsim Mong,20.0,79.0
32100077,Yau Tsim Mong,24.6,102.0
32100781,Yau Tsim Mong,22.4,91.0
32102100,Yau Tsim Mong,6.0,9.0
32102857,Yau Tsim Mong,5.6,7.0
32104478,Yau Tsim Mong,24.2,100.0
32115590,Yau Tsim Mong,8.8,23.0
32115623,Yau Tsim Mong,8.4,21.0
32115656,Yau Tsim Mong,5.8,8.0
32118910,Yau Tsim Mong,36.4,160.0
32120641,Yau Tsim Mong,33.0,143.0
32120755,Yau Tsim Mong,36.2,159.0
32155388,Yau Tsim Mong,22.4,91.0
32155944,Yau Tsim Mong,6.4,11.0
32160925,Yau Tsim Mong,14.6,52.0
32162315,Yau Tsim Mong,31.4,135.0
32180254,Yau Tsim Mong,8.4,21.0
32199213,Yau Tsim Mong,31.2,134.0
32203230,Yau Tsim Mong,6.4,11.0
32203492,Yau Tsim Mong,5.0,4.0
32231455,Yau Tsim Mong,46.6,204.0
32231704,Yau Tsim Mong,46.6,204.0
32231869,Yau Tsim Mong,43.0,190.0
32232143,Yau Tsim Mong,19.4,76.0
32232763,Yau Tsim Mong,46.0,201.0
32232926,Yau Tsim Mong,46.0,201.0
32234602,Yau Tsim Mong,8.4,21.0
32246086,Yau Tsim Mong,28.6,122.0
32246435,Yau Tsim Mong,24.4,101.0
32273126,Yau Tsim Mong,33.0,143.0
32274202,Yau Tsim Mong,18.8,73.0
32274227,Yau Tsim Mong,16.6,62.0
32286024,Yau Tsim Mong,42.2,186.0
32293829,Yau Tsim Mong,5.2,5.0
32296015,Yau Tsim Mong,36.2,159.0
32296636,Yau Tsim Mong,34.8,152.0
32296850,Yau Tsim Mong,31.4,135.0
32303504,Yau Tsim Mong,33.2,144.0
32318652,Yau Tsim Mong,24.0,99.0
32320770,Yau Tsim Mong,11.0,34.0
32321618,Yau Tsim Mong,22.2,90.0
32324070,Yau Tsim Mong,32.4,140.0
32326969,Yau Tsim Mong,26.0,109.0
32327837,Yau Tsim Mong,8.6,22.0
32332063,Yau Tsim Mong,31.4,135.0
32341799,Yau Tsim Mong,8.0,19.0
32348413,Yau Tsim Mong,34.0,148.0
32350622,Yau Tsim Mong,25.2,105.0
32352039,Yau Tsim Mong,10.6,32.0
32354263,Yau Tsim Mong,25.2,105.0
32354400,Yau Tsim Mong,10.8,33.0
32354548,Yau Tsim Mong,25.2,105.0
32354677,Yau Tsim Mong,23.6,97.0
32354763,Yau Tsim Mong,23.2,95.0
32354808,Yau Tsim Mong,25.2,105.0
32361080,Yau Tsim Mong,5.4,6.0
32367198,Yau Tsim Mong,21.0,84.0
32367951,Yau Tsim Mong,31.4,135.0
32387987,Yau Tsim Mong,21.4,86.0
32393580,Yau Tsim Mong,35.4,155.0
32418682,Yau Tsim Mong,46.8,205.0
32426279,Yau Tsim Mong,14.6,52.0
32427987,Yau Tsim Mong,25.2,105.0
32430776,Yau Tsim Mong,21.6,87.0
32431645,Yau Tsim Mong,48.8,215.0
32432937,Yau Tsim Mong,15.6,57.0
32435500,Yau Tsim Mong,30.0,128.0
32437038,Yau Tsim Mong,32.6,141.0
32451484,Yau Tsim Mong,35.4,155.0
32451540,Yau Tsim Mong,38.4,170.0
32451816,Yau Tsim Mong,33.4,145.0
32452643,Yau Tsim Mong,11.0,34.0
32452740,Yau Tsim Mong,23.0,94.0
32459035,Yau Tsim Mong,15.6,57.0
32465100,Yau Tsim Mong,47.4,208.0
32477305,Yau Tsim Mong,35.0,153.0
32478507,Yau Tsim Mong,37.0,163.0
32481246,Yau Tsim Mong,38.0,168.0
32481369,Yau Tsim Mong,35.0,153.0
32481827,Yau Tsim Mong,37.0,163.0
32484285,Yau Tsim Mong,34.4,150.0
32496657,Yau Tsim Mong,35.4,155.0
32499821,Yau Tsim Mong,29.6,126.0
32502607,Yau Tsim Mong,20.8,83.0
32503044,Yau Tsim Mong,34.6,151.0
32503825,Yau Tsim Mong,34.4,150.0
32509922,Yau Tsim Mong,20.2,80.0
32510052,Yau Tsim Mong,20.2,80.0
32510163,Yau Tsim Mong,20.0,79.0
32528492,Yau Tsim Mong,36.2,159.0
32529590,Yau Tsim Mong,20.8,83.0
32530341,Yau Tsim Mong,20.2,80.0
32530671,Yau Tsim Mong,34.2,149.0
32530966,Yau Tsim Mong,37.4,165.0
32532801,Yau Tsim Mong,43.0,190.0
32535897,Yau Tsim Mong,24.0,99.0
32537430,Yau Tsim Mong,22.4,91.0
32537617,Yau Tsim Mong,23.0,94.0
32537751,Yau Tsim Mong,23.0,94.0
32537955,Yau Tsim Mong,23.0,94.0
32538126,Yau Tsim Mong,22.6,92.0
32538385,Yau Tsim Mong,23.2,95.0
32538566,Yau Tsim Mong,22.4,91.0
32542272,Yau Tsim Mong,6.2,10.0
32554449,Yau Tsim Mong,6.4,11.0
32554467,Yau Tsim Mong,6.8,13.0
32556145,Yau Tsim Mong,16.6,62.0
32556248,Yau Tsim Mong,43.0,190.0
32556361,Yau Tsim Mong,5.8,8.0
32558120,Yau Tsim Mong,31.4,135.0
32561173,Yau Tsim Mong,8.4,21.0
32576503,Yau Tsim Mong,34.4,150.0
32579353,Yau Tsim Mong,33.0,143.0
32580268,Yau Tsim Mong,5.8,8.0
32580654,Yau Tsim Mong,15.4,56.0
32581360,Yau Tsim Mong,23.4,96.0
32597061,Yau Tsim Mong,8.8,23.0
32598606,Yau Tsim Mong,35.4,155.0
32599476,Yau Tsim Mong,16.6,62.0
32604967,Yau Tsim Mong,35.8,157.0
32607427,Yau Tsim Mong,8.6,22.0
32614237,Yau Tsim Mong,23.4,96.0
32618302,Yau Tsim Mong,7.4,16.0
32622307,Yau Tsim Mong,21.4,86.0
32642625,Yau Tsim Mong,39.2,174.0
32648708,Yau Tsim Mong,11.6,37.0
32648965,Yau Tsim Mong,36.0,158.0
32651886,Yau Tsim Mong,23.2,95.0
32652290,Yau Tsim Mong,22.4,91.0
32658460,Yau Tsim Mong,9.0,24.0
32671552,Yau Tsim Mong,34.4,150.0
32671822,Yau Tsim Mong,43.6,193.0
32672142,Yau Tsim Mong,21.0,84.0
32673099,Yau Tsim Mong,9.0,24.0
32675586,Yau Tsim Mong,43.4,192.0
32675873,Yau Tsim Mong,44.8,197.0
32677822,Yau Tsim Mong,30.6,131.0
32682181,Yau Tsim Mong,33.4,145.0
32682228,Yau Tsim Mong,7.0,14.0
32688963,Yau Tsim Mong,38.0,168.0
32690141,Yau Tsim Mong,33.2,144.0
32692085,Yau Tsim Mong,33.0,143.0
32700025,Yau Tsim Mong,22.8,93.0
32701409,Yau Tsim Mong,22.2,90.0
32703620,Yau Tsim Mong,30.4,130.0
32704009,Yau Tsim Mong,20.4,81.0
32704488,Yau Tsim Mong,23.8,98.0
32704999,Yau Tsim Mong,36.4,160.0
32709207,Yau Tsim Mong,7.2,15.0
32710204,Yau Tsim Mong,31.4,135.0
32726638,Yau Tsim Mong,9.6,27.0
32729790,Yau Tsim Mong,43.4,192.0
32734009,Yau Tsim Mong,7.0,14.0
32735657,Yau Tsim Mong,21.6,87.0
32737340,Yau Tsim Mong,33.0,143.0
32750025,Yau Tsim Mong,32.0,138.0
32754296,Yau Tsim Mong,10.8,33.0
32758811,Yau Tsim Mong,35.4,155.0
32759894,Yau Tsim Mong,33.4,145.0
32761096,Yau Tsim Mong,20.8,83.0
32761256,Yau Tsim Mong,40.0,177.0
32761674,Yau Tsim Mong,6.0,9.0
32770743,Yau Tsim Mong,41.8,184.0
32777818,Yau Tsim Mong,10.2,30.0
32791406,Yau Tsim Mong,15.4,56.0
32792199,Yau Tsim Mong,20.0,79.0
32792808,Yau Tsim Mong,7.2,15.0
32795855,Yau Tsim Mong,32.2,139.0
32801894,Yau Tsim Mong,23.0,94.0
32820058,Yau Tsim Mong,43.0,190.0
32821348,Yau Tsim Mong,25.2,105.0
32821891,Yau Tsim Mong,22.6,92.0
32822959,Yau Tsim Mong,24.6,102.0
32823169,Yau Tsim Mong,13.8,48.0
32823204,Yau Tsim Mong,24.0,99.0
32823369,Yau Tsim Mong,24.0,99.0
32823405,Yau Tsim Mong,15.6,57.0
32823658,Yau Tsim Mong,23.4,96.0
32831662,Yau Tsim Mong,21.0,84.0
32833447,Yau Tsim Mong,5.0,4.0
32833702,Yau Tsim Mong,13.0,44.0
32833873,Yau Tsim Mong,21.0,84.0
32833985,Yau Tsim Mong,14.6,52.0
32834115,Yau Tsim Mong,13.2,45.0
32838166,Yau Tsim Mong,45.0,198.0
32839075,Yau Tsim Mong,50.0,218.0
32847845,Yau Tsim Mong,48.4,213.0
32849585,Yau Tsim Mong,37.4,165.0
32852017,Yau Tsim Mong,7.4,16.0
32852372,Yau Tsim Mong,20.8,83.0
32852427,Yau Tsim Mong,23.2,95.0
32852622,Yau Tsim Mong,23.2,95.0
32852799,Yau Tsim Mong,17.6,67.0
32854927,Yau Tsim Mong,9.0,24.0
32856537,Yau Tsim Mong,32.4,140.0
32856730,Yau Tsim Mong,31.0,133.0
32856976,Yau Tsim Mong,31.0,133.0
32857611,Yau Tsim Mong,23.0,94.0
32859579,Yau Tsim Mong,9.0,24.0
32859791,Yau Tsim Mong,32.0,138.0
32872099,Yau Tsim Mong,31.6,136.0
32875687,Yau Tsim Mong,32.0,138.0
32876828,Yau Tsim Mong,22.4,91.0
32877018,Yau Tsim Mong,23.0,94.0
32877169,Yau Tsim Mong,22.0,89.0
32879290,Yau Tsim Mong,6.8,13.0
32887271,Yau Tsim Mong,33.2,144.0
32900851,Yau Tsim Mong,5.2,5.0
32902785,Yau Tsim Mong,40.0,177.0
32906245,Yau Tsim Mong,7.4,16.0
32906644,Yau Tsim Mong,6.6,12.0
32907090,Yau Tsim Mong,21.2,85.0
32910168,Yau Tsim Mong,20.6,82.0
32927450,Yau Tsim Mong,31.4,135.0
32930613,Yau Tsim Mong,23.4,96.0
32933572,Yau Tsim Mong,5.8,8.0
32942211,Yau Tsim Mong,21.0,84.0
32948708,Yau Tsim Mong,12.6,42.0
32955321,Yau Tsim Mong,12.0,39.0
32956351,Yau Tsim Mong,11.4,36.0
32963268,Yau Tsim Mong,10.2,30.0
32967212,Yau Tsim Mong,14.4,51.0
32969376,Yau Tsim Mong,22.4,91.0
32971742,Yau Tsim Mong,32.2,139.0
32971775,Yau Tsim Mong,8.4,21.0
32975286,Yau Tsim Mong,32.6,141.0
32977212,Yau Tsim Mong,38.8,172.0
32977497,Yau Tsim Mong,35.0,153.0
32978376,Yau Tsim Mong,34.4,150.0
32985171,Yau Tsim Mong,32.4,140.0
32994093,Yau Tsim Mong,9.0,24.0
32994626,Yau Tsim Mong,8.4,21.0
32996587,Yau Tsim Mong,7.2,15.0
32996787,Yau Tsim Mong,8.2,20.0
32999226,Yau Tsim Mong,14.4,51.0
33004101,Yau Tsim Mong,30.2,129.0
33004329,Yau Tsim Mong,32.4,140.0
33004548,Yau Tsim Mong,36.2,159.0
33005099,Yau Tsim Mong,24.4,101.0
33007089,Yau Tsim Mong,31.8,137.0
33021356,Yau Tsim Mong,40.0,177.0
33024096,Yau Tsim Mong,31.4,135.0
33025012,Yau Tsim Mong,34.2,149.0
33027525,Yau Tsim Mong,12.6,42.0
33028671,Yau Tsim Mong,32.2,139.0
33028809,Yau Tsim Mong,31.4,135.0
33030336,Yau Tsim Mong,5.8,8.0
33030868,Yau Tsim Mong,42.4,187.0
33035383,Yau Tsim Mong,5.6,7.0
33036653,Yau Tsim Mong,5.6,7.0
33037743,Yau Tsim Mong,20.2,80.0
33037893,Yau Tsim Mong,32.4,140.0
33050745,Yau Tsim Mong,25.4,106.0
33059580,Yau Tsim Mong,34.4,150.0
33063491,Yau Tsim Mong,33.4,145.0
33069622,Yau Tsim Mong,23.4,96.0
33074911,Yau Tsim Mong,33.0,143.0
33075021,Yau Tsim Mong,33.2,144.0
33075134,Yau Tsim Mong,10.0,29.0
33075669,Yau Tsim Mong,15.8,58.0
33081818,Yau Tsim Mong,12.0,39.0
33081825,Yau Tsim Mong,10.0,29.0
33082851,Yau Tsim Mong,28.4,121.0
33084747,Yau Tsim Mong,30.4,130.0
33085091,Yau Tsim Mong,32.4,140.0
33099397,Yau Tsim Mong,32.2,139.0
33100416,Yau Tsim Mong,10.8,33.0
33101961,Yau Tsim Mong,12.0,39.0
33102012,Yau Tsim Mong,9.4,26.0
33102053,Yau Tsim Mong,10.8,33.0
33102088,Yau Tsim Mong,9.2,25.0
33102102,Yau Tsim Mong,10.0,29.0
33102124,Yau Tsim Mong,11.6,37.0
33102153,Yau Tsim Mong,11.0,34.0
33102200,Yau Tsim Mong,11.8,38.0
33108458,Yau Tsim Mong,20.2,80.0
33109346,Yau Tsim Mong,33.2,144.0
33109884,Yau Tsim Mong,36.2,159.0
33110377,Yau Tsim Mong,6.4,11.0
33116680,Yau Tsim Mong,23.6,97.0
33117236,Yau Tsim Mong,5.0,4.0
33119599,Yau Tsim Mong,33.4,145.0
33120601,Yau Tsim Mong,7.8,18.0
33122081,Yau Tsim Mong,7.8,18.0
33122828,Yau Tsim Mong,7.8,18.0
33122901,Yau Tsim Mong,34.6,151.0
33123386,Yau Tsim Mong,36.6,161.0
33123688,Yau Tsim Mong,33.4,145.0
33128966,Yau Tsim Mong,34.4,150.0
33129005,Yau Tsim Mong,35.2,154.0
33129132,Yau Tsim Mong,33.4,145.0
33129959,Yau Tsim Mong,33.2,144.0
33130467,Yau Tsim Mong,31.4,135.0
33143445,Yau Tsim Mong,33.4,145.0
33143864,Yau Tsim Mong,46.2,202.0
33155811,Yau Tsim Mong,7.0,14.0
33155821,Yau Tsim Mong,31.4,135.0
33158939,Yau Tsim Mong,6.6,12.0
33166257,Yau Tsim Mong,22.2,90.0
33172845,Yau Tsim Mong,44.2,194.0
33175823,Yau Tsim Mong,32.0,138.0
33176759,Yau Tsim Mong,46.2,202.0
33176896,Yau Tsim Mong,12.6,42.0
33180383,Yau Tsim Mong,32.2,139.0
33200319,Yau Tsim Mong,22.4,91.0
33202107,Yau Tsim Mong,8.2,20.0
33206355,Yau Tsim Mong,34.4,150.0
33212708,Yau Tsim Mong,25.0,104.0
33215523,Yau Tsim Mong,36.4,160.0
33230567,Yau Tsim Mong,30.4,130.0
33233523,Yau Tsim Mong,36.4,160.0
33233569,Yau Tsim Mong,20.0,79.0
33233724,Yau Tsim Mong,12.4,41.0
33236117,Yau Tsim Mong,10.2,30.0
33239074,Yau Tsim Mong,22.8,93.0
33252466,Yau Tsim Mong,8.8,23.0
33254311,Yau Tsim Mong,21.6,87.0
33258539,Yau Tsim Mong,36.4,160.0
33260454,Yau Tsim Mong,10.2,30.0
33261441,Yau Tsim Mong,6.0,9.0
33261699,Yau Tsim Mong,20.4,81.0
33261941,Yau Tsim Mong,18.2,70.0
33262231,Yau Tsim Mong,23.0,94.0
33262656,Yau Tsim Mong,21.8,88.0
33268133,Yau Tsim Mong,14.8,53.0
33270380,Yau Tsim Mong,8.0,19.0
33287626,Yau Tsim Mong,37.8,167.0
33289676,Yau Tsim Mong,20.8,83.0
33298218,Yau Tsim Mong,13.6,47.0
33298314,Yau Tsim Mong,12.0,39.0
33303142,Yau Tsim Mong,32.0,138.0
33305515,Yau Tsim Mong,8.8,23.0
33306749,Yau Tsim Mong,13.6,47.0
33307421,Yau Tsim Mong,6.8,13.0
33317239,Yau Tsim Mong,30.2,129.0
33317409,Yau Tsim Mong,30.2,129.0
33317462,Yau Tsim Mong,6.2,10.0
33317517,Yau Tsim Mong,30.0,128.0
33317822,Yau Tsim Mong,23.4,96.0
33318399,Yau Tsim Mong,31.8,137.0
33318693,Yau Tsim Mong,20.0,79.0
33320007,Yau Tsim Mong,23.4,96.0
33321171,Yau Tsim Mong,39.2,174.0
33321652,Yau Tsim Mong,21.0,84.0
33322732,Yau Tsim Mong,7.6,17.0
33326343,Yau Tsim Mong,43.2,191.0
33328731,Yau Tsim Mong,4.6,2.0
33329906,Yau Tsim Mong,19.2,75.0
33337357,Yau Tsim Mong,22.6,92.0
33345684,Yau Tsim Mong,16.0,59.0
